entry_id,entry_date,account_name,account_code,debit,credit,description,entry_type
806,2025-06-12,Provision for Loan Losses,2600,,19278.55,Loan Loss Expense to Provision for Loan Losses,Provisioning
807,2025-06-05,Credit Card Receivable,1320,9679.88,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
808,2025-06-05,Customer Loan Account,2200,,9679.88,Credit Card Receivable to Customer Loan Account,PaymentProcessing
809,2025-06-14,Interest Receivable,1310,19988.1,,Interest Receivable to Interest Income,InterestAccrual
810,2025-06-14,Interest Income,4100,,19988.1,Interest Receivable to Interest Income,InterestAccrual
811,2025-06-07,Trading Securities,1400,3026.41,,Trading Securities to Settlement Payable,SecuritiesTrading
812,2025-06-07,Settlement Payable,2400,,3026.41,Trading Securities to Settlement Payable,SecuritiesTrading
813,2025-06-05,Customer Account,2100,7820.22,,Customer Account to Advisory Fee Income,FeeIncome
814,2025-06-05,Advisory Fee Income,4200,,7820.22,Customer Account to Advisory Fee Income,FeeIncome
815,2025-06-14,Loan Loss Expense,5100,6609.38,,Loan Loss Expense to Provision for Loan Losses,Provisioning
816,2025-06-14,Provision for Loan Losses,2600,,6609.38,Loan Loss Expense to Provision for Loan Losses,Provisioning
817,2025-06-01,Loan Loss Expense,5100,8520.31,,Loan Loss Expense to Provision for Loan Losses,Provisioning
818,2025-06-01,Provision for Loan Losses,2600,,8520.31,Loan Loss Expense to Provision for Loan Losses,Provisioning
819,2025-06-13,Customer Account,2100,17436.28,,Customer Account to Advisory Fee Income,FeeIncome
820,2025-06-13,Advisory Fee Income,4200,,17436.28,Customer Account to Advisory Fee Income,FeeIncome
821,2025-06-15,Loan Loss Expense,5100,19498.45,,Loan Loss Expense to Provision for Loan Losses,Provisioning
822,2025-06-15,Provision for Loan Losses,2600,,19498.45,Loan Loss Expense to Provision for Loan Losses,Provisioning
823,2025-06-14,Customer Account,2100,15158.27,,Customer Account to Advisory Fee Income,FeeIncome
824,2025-06-14,Advisory Fee Income,4200,,15158.27,Customer Account to Advisory Fee Income,FeeIncome
825,2025-06-04,Credit Card Receivable,1320,15739.08,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
826,2025-06-04,Customer Loan Account,2200,,15739.08,Credit Card Receivable to Customer Loan Account,PaymentProcessing
827,2025-06-04,Customer Account,2100,16236.71,,Customer Account to Advisory Fee Income,FeeIncome
828,2025-06-04,Advisory Fee Income,4200,,16236.71,Customer Account to Advisory Fee Income,FeeIncome
829,2025-06-05,Loan Loss Expense,5100,4612.51,,Loan Loss Expense to Provision for Loan Losses,Provisioning
830,2025-06-05,Provision for Loan Losses,2600,,4612.51,Loan Loss Expense to Provision for Loan Losses,Provisioning
831,2025-06-13,Loan Loss Expense,5100,15355.97,,Loan Loss Expense to Provision for Loan Losses,Provisioning
832,2025-06-13,Provision for Loan Losses,2600,,15355.97,Loan Loss Expense to Provision for Loan Losses,Provisioning
833,2025-06-03,Loan Loss Expense,5100,13936.25,,Loan Loss Expense to Provision for Loan Losses,Provisioning
834,2025-06-03,Provision for Loan Losses,2600,,13936.25,Loan Loss Expense to Provision for Loan Losses,Provisioning
835,2025-06-11,Loan Loss Expense,5100,2846.11,,Loan Loss Expense to Provision for Loan Losses,Provisioning
836,2025-06-11,Provision for Loan Losses,2600,,2846.11,Loan Loss Expense to Provision for Loan Losses,Provisioning
837,2025-06-13,Loan Loss Expense,5100,1749.03,,Loan Loss Expense to Provision for Loan Losses,Provisioning
838,2025-06-13,Provision for Loan Losses,2600,,1749.03,Loan Loss Expense to Provision for Loan Losses,Provisioning
839,2025-06-06,Trading Securities,1400,1633.93,,Trading Securities to Settlement Payable,SecuritiesTrading
840,2025-06-06,Settlement Payable,2400,,1633.93,Trading Securities to Settlement Payable,SecuritiesTrading
841,2025-06-15,Loan Loss Expense,5100,3496.82,,Loan Loss Expense to Provision for Loan Losses,Provisioning
842,2025-06-15,Provision for Loan Losses,2600,,3496.82,Loan Loss Expense to Provision for Loan Losses,Provisioning
843,2025-06-07,Credit Card Receivable,1320,7207.66,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
844,2025-06-07,Customer Loan Account,2200,,7207.66,Credit Card Receivable to Customer Loan Account,PaymentProcessing
845,2025-06-13,Interest Receivable,1310,4815.1,,Interest Receivable to Interest Income,InterestAccrual
846,2025-06-13,Interest Income,4100,,4815.1,Interest Receivable to Interest Income,InterestAccrual
847,2025-06-06,Customer Account,2100,17652.75,,Customer Account to Advisory Fee Income,FeeIncome
848,2025-06-06,Advisory Fee Income,4200,,17652.75,Customer Account to Advisory Fee Income,FeeIncome
849,2025-06-05,Customer Account,2100,10534.1,,Customer Account to Advisory Fee Income,FeeIncome
850,2025-06-05,Advisory Fee Income,4200,,10534.1,Customer Account to Advisory Fee Income,FeeIncome
851,2025-06-14,Interest Receivable,1310,5882.43,,Interest Receivable to Interest Income,InterestAccrual
852,2025-06-14,Interest Income,4100,,5882.43,Interest Receivable to Interest Income,InterestAccrual
853,2025-06-05,Trading Securities,1400,19380.3,,Trading Securities to Settlement Payable,SecuritiesTrading
854,2025-06-05,Settlement Payable,2400,,19380.3,Trading Securities to Settlement Payable,SecuritiesTrading
855,2025-06-13,Loan Loss Expense,5100,17537.54,,Loan Loss Expense to Provision for Loan Losses,Provisioning
856,2025-06-13,Provision for Loan Losses,2600,,17537.54,Loan Loss Expense to Provision for Loan Losses,Provisioning
857,2025-06-02,Cash on Hand,1010,9898.3,,Cash on Hand to Customer Deposit Account,CustomerTransaction
858,2025-06-02,Customer Deposit Account,2100,,9898.3,Cash on Hand to Customer Deposit Account,CustomerTransaction
859,2025-06-04,Interest Receivable,1310,15328.88,,Interest Receivable to Interest Income,InterestAccrual
860,2025-06-04,Interest Income,4100,,15328.88,Interest Receivable to Interest Income,InterestAccrual
861,2025-06-07,Loan Loss Expense,5100,14760.12,,Loan Loss Expense to Provision for Loan Losses,Provisioning
862,2025-06-07,Provision for Loan Losses,2600,,14760.12,Loan Loss Expense to Provision for Loan Losses,Provisioning
863,2025-06-13,Customer Account,2100,7949.73,,Customer Account to Advisory Fee Income,FeeIncome
864,2025-06-13,Advisory Fee Income,4200,,7949.73,Customer Account to Advisory Fee Income,FeeIncome
865,2025-06-09,Trading Securities,1400,1264.45,,Trading Securities to Settlement Payable,SecuritiesTrading
866,2025-06-09,Settlement Payable,2400,,1264.45,Trading Securities to Settlement Payable,SecuritiesTrading
867,2025-06-11,Cash on Hand,1010,9640.93,,Cash on Hand to Customer Deposit Account,CustomerTransaction
868,2025-06-11,Customer Deposit Account,2100,,9640.93,Cash on Hand to Customer Deposit Account,CustomerTransaction
869,2025-06-10,Loan Loss Expense,5100,13774.48,,Loan Loss Expense to Provision for Loan Losses,Provisioning
870,2025-06-10,Provision for Loan Losses,2600,,13774.48,Loan Loss Expense to Provision for Loan Losses,Provisioning
871,2025-06-06,Trading Securities,1400,16625.93,,Trading Securities to Settlement Payable,SecuritiesTrading
872,2025-06-06,Settlement Payable,2400,,16625.93,Trading Securities to Settlement Payable,SecuritiesTrading
873,2025-06-08,Cash on Hand,1010,13821.89,,Cash on Hand to Customer Deposit Account,CustomerTransaction
874,2025-06-08,Customer Deposit Account,2100,,13821.89,Cash on Hand to Customer Deposit Account,CustomerTransaction
875,2025-06-09,Cash on Hand,1010,12771.39,,Cash on Hand to Customer Deposit Account,CustomerTransaction
876,2025-06-09,Customer Deposit Account,2100,,12771.39,Cash on Hand to Customer Deposit Account,CustomerTransaction
877,2025-06-04,Credit Card Receivable,1320,18389.86,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
878,2025-06-04,Customer Loan Account,2200,,18389.86,Credit Card Receivable to Customer Loan Account,PaymentProcessing
879,2025-06-14,Loan Loss Expense,5100,2201.12,,Loan Loss Expense to Provision for Loan Losses,Provisioning
880,2025-06-14,Provision for Loan Losses,2600,,2201.12,Loan Loss Expense to Provision for Loan Losses,Provisioning
881,2025-06-05,Trading Securities,1400,18278.37,,Trading Securities to Settlement Payable,SecuritiesTrading
882,2025-06-05,Settlement Payable,2400,,18278.37,Trading Securities to Settlement Payable,SecuritiesTrading
883,2025-06-03,Loan Loss Expense,5100,8757.62,,Loan Loss Expense to Provision for Loan Losses,Provisioning
884,2025-06-03,Provision for Loan Losses,2600,,8757.62,Loan Loss Expense to Provision for Loan Losses,Provisioning
885,2025-06-05,Cash on Hand,1010,18978.97,,Cash on Hand to Customer Deposit Account,CustomerTransaction
886,2025-06-05,Customer Deposit Account,2100,,18978.97,Cash on Hand to Customer Deposit Account,CustomerTransaction
887,2025-06-04,Trading Securities,1400,3206.29,,Trading Securities to Settlement Payable,SecuritiesTrading
888,2025-06-04,Settlement Payable,2400,,3206.29,Trading Securities to Settlement Payable,SecuritiesTrading
889,2025-06-08,Customer Account,2100,3577.62,,Customer Account to Advisory Fee Income,FeeIncome
890,2025-06-08,Advisory Fee Income,4200,,3577.62,Customer Account to Advisory Fee Income,FeeIncome
891,2025-06-12,Credit Card Receivable,1320,13739.24,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
892,2025-06-12,Customer Loan Account,2200,,13739.24,Credit Card Receivable to Customer Loan Account,PaymentProcessing
893,2025-06-07,Loan Loss Expense,5100,18973.51,,Loan Loss Expense to Provision for Loan Losses,Provisioning
894,2025-06-07,Provision for Loan Losses,2600,,18973.51,Loan Loss Expense to Provision for Loan Losses,Provisioning
895,2025-06-03,Customer Account,2100,15103.11,,Customer Account to Advisory Fee Income,FeeIncome
896,2025-06-03,Advisory Fee Income,4200,,15103.11,Customer Account to Advisory Fee Income,FeeIncome
897,2025-06-14,Trading Securities,1400,13443.52,,Trading Securities to Settlement Payable,SecuritiesTrading
898,2025-06-14,Settlement Payable,2400,,13443.52,Trading Securities to Settlement Payable,SecuritiesTrading
899,2025-06-05,Trading Securities,1400,12697.39,,Trading Securities to Settlement Payable,SecuritiesTrading
900,2025-06-05,Settlement Payable,2400,,12697.39,Trading Securities to Settlement Payable,SecuritiesTrading
901,2025-06-04,Cash on Hand,1010,14115.33,,Cash on Hand to Customer Deposit Account,CustomerTransaction
902,2025-06-04,Customer Deposit Account,2100,,14115.33,Cash on Hand to Customer Deposit Account,CustomerTransaction
903,2025-06-04,Trading Securities,1400,9449.22,,Trading Securities to Settlement Payable,SecuritiesTrading
904,2025-06-04,Settlement Payable,2400,,9449.22,Trading Securities to Settlement Payable,SecuritiesTrading
905,2025-06-11,Credit Card Receivable,1320,2887.74,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
906,2025-06-11,Customer Loan Account,2200,,2887.74,Credit Card Receivable to Customer Loan Account,PaymentProcessing
907,2025-06-11,Credit Card Receivable,1320,11344.85,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
908,2025-06-11,Customer Loan Account,2200,,11344.85,Credit Card Receivable to Customer Loan Account,PaymentProcessing
909,2025-06-05,Credit Card Receivable,1320,2150.45,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
910,2025-06-05,Customer Loan Account,2200,,2150.45,Credit Card Receivable to Customer Loan Account,PaymentProcessing
911,2025-06-14,Interest Receivable,1310,19395.93,,Interest Receivable to Interest Income,InterestAccrual
912,2025-06-14,Interest Income,4100,,19395.93,Interest Receivable to Interest Income,InterestAccrual
913,2025-06-04,Trading Securities,1400,2741.8,,Trading Securities to Settlement Payable,SecuritiesTrading
914,2025-06-04,Settlement Payable,2400,,2741.8,Trading Securities to Settlement Payable,SecuritiesTrading
915,2025-06-01,Loan Loss Expense,5100,13150.37,,Loan Loss Expense to Provision for Loan Losses,Provisioning
916,2025-06-01,Provision for Loan Losses,2600,,13150.37,Loan Loss Expense to Provision for Loan Losses,Provisioning
917,2025-06-04,Cash on Hand,1010,15949.1,,Cash on Hand to Customer Deposit Account,CustomerTransaction
918,2025-06-04,Customer Deposit Account,2100,,15949.1,Cash on Hand to Customer Deposit Account,CustomerTransaction
919,2025-06-04,Interest Receivable,1310,15952.58,,Interest Receivable to Interest Income,InterestAccrual
920,2025-06-04,Interest Income,4100,,15952.58,Interest Receivable to Interest Income,InterestAccrual
921,2025-06-09,Cash on Hand,1010,16766.54,,Cash on Hand to Customer Deposit Account,CustomerTransaction
922,2025-06-09,Customer Deposit Account,2100,,16766.54,Cash on Hand to Customer Deposit Account,CustomerTransaction
923,2025-06-14,Interest Receivable,1310,12141.28,,Interest Receivable to Interest Income,InterestAccrual
924,2025-06-14,Interest Income,4100,,12141.28,Interest Receivable to Interest Income,InterestAccrual
925,2025-06-03,Interest Receivable,1310,7242.63,,Interest Receivable to Interest Income,InterestAccrual
926,2025-06-03,Interest Income,4100,,7242.63,Interest Receivable to Interest Income,InterestAccrual
927,2025-06-14,Customer Account,2100,1053.88,,Customer Account to Advisory Fee Income,FeeIncome
928,2025-06-14,Advisory Fee Income,4200,,1053.88,Customer Account to Advisory Fee Income,FeeIncome
929,2025-06-09,Interest Receivable,1310,19763.02,,Interest Receivable to Interest Income,InterestAccrual
930,2025-06-09,Interest Income,4100,,19763.02,Interest Receivable to Interest Income,InterestAccrual
931,2025-06-02,Credit Card Receivable,1320,16171.76,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
932,2025-06-02,Customer Loan Account,2200,,16171.76,Credit Card Receivable to Customer Loan Account,PaymentProcessing
933,2025-06-03,Loan Loss Expense,5100,17462.51,,Loan Loss Expense to Provision for Loan Losses,Provisioning
934,2025-06-03,Provision for Loan Losses,2600,,17462.51,Loan Loss Expense to Provision for Loan Losses,Provisioning
935,2025-06-13,Cash on Hand,1010,7806.6,,Cash on Hand to Customer Deposit Account,CustomerTransaction
936,2025-06-13,Customer Deposit Account,2100,,7806.6,Cash on Hand to Customer Deposit Account,CustomerTransaction
937,2025-06-01,Interest Receivable,1310,12188.21,,Interest Receivable to Interest Income,InterestAccrual
938,2025-06-01,Interest Income,4100,,12188.21,Interest Receivable to Interest Income,InterestAccrual
939,2025-06-03,Interest Receivable,1310,6041.98,,Interest Receivable to Interest Income,InterestAccrual
940,2025-06-03,Interest Income,4100,,6041.98,Interest Receivable to Interest Income,InterestAccrual
941,2025-06-02,Loan Loss Expense,5100,8998.25,,Loan Loss Expense to Provision for Loan Losses,Provisioning
942,2025-06-02,Provision for Loan Losses,2600,,8998.25,Loan Loss Expense to Provision for Loan Losses,Provisioning
943,2025-06-08,Loan Loss Expense,5100,2207.6,,Loan Loss Expense to Provision for Loan Losses,Provisioning
944,2025-06-08,Provision for Loan Losses,2600,,2207.6,Loan Loss Expense to Provision for Loan Losses,Provisioning
945,2025-06-02,Credit Card Receivable,1320,10751.52,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
946,2025-06-02,Customer Loan Account,2200,,10751.52,Credit Card Receivable to Customer Loan Account,PaymentProcessing
947,2025-06-10,Trading Securities,1400,10572.94,,Trading Securities to Settlement Payable,SecuritiesTrading
948,2025-06-10,Settlement Payable,2400,,10572.94,Trading Securities to Settlement Payable,SecuritiesTrading
949,2025-06-15,Cash on Hand,1010,14817.62,,Cash on Hand to Customer Deposit Account,CustomerTransaction
950,2025-06-15,Customer Deposit Account,2100,,14817.62,Cash on Hand to Customer Deposit Account,CustomerTransaction
951,2025-06-08,Loan Loss Expense,5100,10907.57,,Loan Loss Expense to Provision for Loan Losses,Provisioning
952,2025-06-08,Provision for Loan Losses,2600,,10907.57,Loan Loss Expense to Provision for Loan Losses,Provisioning
953,2025-06-01,Loan Loss Expense,5100,19316.5,,Loan Loss Expense to Provision for Loan Losses,Provisioning
954,2025-06-01,Provision for Loan Losses,2600,,19316.5,Loan Loss Expense to Provision for Loan Losses,Provisioning
955,2025-06-07,Trading Securities,1400,17098.67,,Trading Securities to Settlement Payable,SecuritiesTrading
956,2025-06-07,Settlement Payable,2400,,17098.67,Trading Securities to Settlement Payable,SecuritiesTrading
957,2025-06-12,Loan Loss Expense,5100,3051.27,,Loan Loss Expense to Provision for Loan Losses,Provisioning
958,2025-06-12,Provision for Loan Losses,2600,,3051.27,Loan Loss Expense to Provision for Loan Losses,Provisioning
959,2025-06-02,Trading Securities,1400,2396.32,,Trading Securities to Settlement Payable,SecuritiesTrading
960,2025-06-02,Settlement Payable,2400,,2396.32,Trading Securities to Settlement Payable,SecuritiesTrading
961,2025-06-02,Credit Card Receivable,1320,12557.65,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
962,2025-06-02,Customer Loan Account,2200,,12557.65,Credit Card Receivable to Customer Loan Account,PaymentProcessing
963,2025-06-11,Interest Receivable,1310,6225.3,,Interest Receivable to Interest Income,InterestAccrual
964,2025-06-11,Interest Income,4100,,6225.3,Interest Receivable to Interest Income,InterestAccrual
965,2025-06-06,Customer Account,2100,11418.77,,Customer Account to Advisory Fee Income,FeeIncome
966,2025-06-06,Advisory Fee Income,4200,,11418.77,Customer Account to Advisory Fee Income,FeeIncome
967,2025-06-09,Trading Securities,1400,19897.93,,Trading Securities to Settlement Payable,SecuritiesTrading
968,2025-06-09,Settlement Payable,2400,,19897.93,Trading Securities to Settlement Payable,SecuritiesTrading
969,2025-06-10,Credit Card Receivable,1320,9620.59,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
970,2025-06-10,Customer Loan Account,2200,,9620.59,Credit Card Receivable to Customer Loan Account,PaymentProcessing
971,2025-06-12,Trading Securities,1400,2884.39,,Trading Securities to Settlement Payable,SecuritiesTrading
972,2025-06-12,Settlement Payable,2400,,2884.39,Trading Securities to Settlement Payable,SecuritiesTrading
973,2025-06-11,Cash on Hand,1010,17203.06,,Cash on Hand to Customer Deposit Account,CustomerTransaction
974,2025-06-11,Customer Deposit Account,2100,,17203.06,Cash on Hand to Customer Deposit Account,CustomerTransaction
975,2025-06-04,Customer Account,2100,14695.96,,Customer Account to Advisory Fee Income,FeeIncome
976,2025-06-04,Advisory Fee Income,4200,,14695.96,Customer Account to Advisory Fee Income,FeeIncome
977,2025-06-04,Trading Securities,1400,9579.54,,Trading Securities to Settlement Payable,SecuritiesTrading
978,2025-06-04,Settlement Payable,2400,,9579.54,Trading Securities to Settlement Payable,SecuritiesTrading
979,2025-06-08,Trading Securities,1400,7439.7,,Trading Securities to Settlement Payable,SecuritiesTrading
980,2025-06-08,Settlement Payable,2400,,7439.7,Trading Securities to Settlement Payable,SecuritiesTrading
981,2025-06-02,Trading Securities,1400,8903.8,,Trading Securities to Settlement Payable,SecuritiesTrading
982,2025-06-02,Settlement Payable,2400,,8903.8,Trading Securities to Settlement Payable,SecuritiesTrading
983,2025-06-11,Credit Card Receivable,1320,9108.52,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
984,2025-06-11,Customer Loan Account,2200,,9108.52,Credit Card Receivable to Customer Loan Account,PaymentProcessing
985,2025-06-03,Credit Card Receivable,1320,8111.72,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
986,2025-06-03,Customer Loan Account,2200,,8111.72,Credit Card Receivable to Customer Loan Account,PaymentProcessing
987,2025-06-02,Loan Loss Expense,5100,18536.72,,Loan Loss Expense to Provision for Loan Losses,Provisioning
988,2025-06-02,Provision for Loan Losses,2600,,18536.72,Loan Loss Expense to Provision for Loan Losses,Provisioning
989,2025-06-02,Cash on Hand,1010,16803.67,,Cash on Hand to Customer Deposit Account,CustomerTransaction
990,2025-06-02,Customer Deposit Account,2100,,16803.67,Cash on Hand to Customer Deposit Account,CustomerTransaction
991,2025-06-12,Trading Securities,1400,2834.72,,Trading Securities to Settlement Payable,SecuritiesTrading
992,2025-06-12,Settlement Payable,2400,,2834.72,Trading Securities to Settlement Payable,SecuritiesTrading
993,2025-06-09,Credit Card Receivable,1320,16423.62,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
994,2025-06-09,Customer Loan Account,2200,,16423.62,Credit Card Receivable to Customer Loan Account,PaymentProcessing
995,2025-06-09,Cash on Hand,1010,12142.84,,Cash on Hand to Customer Deposit Account,CustomerTransaction
996,2025-06-09,Customer Deposit Account,2100,,12142.84,Cash on Hand to Customer Deposit Account,CustomerTransaction
997,2025-06-02,Customer Account,2100,7263.27,,Customer Account to Advisory Fee Income,FeeIncome
998,2025-06-02,Advisory Fee Income,4200,,7263.27,Customer Account to Advisory Fee Income,FeeIncome
999,2025-06-11,Trading Securities,1400,7718.36,,Trading Securities to Settlement Payable,SecuritiesTrading
1000,2025-06-11,Settlement Payable,2400,,7718.36,Trading Securities to Settlement Payable,SecuritiesTrading
